ID,chap,sp,trat,orient,pend,sol,Solvege,dom,alt0,a10,a20,vol0,frutos0,t0,t0pond,fustes0n,tocon0,sup1,frutos1,alt1,a11,a21,vol2,t1,sup2,frutos2,alt2,a12,a22,vol2,t2,sup3,frutos3,alt3,a13,a23,vol3,t3,sup4,frutos4,alt4,a14,a24,vol4,t4,sup5,frutos5,alt5,a15,a25,vol5,t5,nfustes5
108,116,ata,c,176,35,140,8,dom,250,340,310,26350000,542,2.50,5.00,1,19,1,0,187,123,130,2990130,NA,1,0,230,220,180,9108000,NA,1,480,340,320,316,34380800,NA,1,600,280,280,360,28224000,4.27,1,0,290,180,190,9918000,NA,14
109,117,ata,c,190,30,134,25,dom,180,290,240,12528000,415,1.00,2.00,2,9,1,0,114,147,130,2178540,NA,1,0,190,220,220,9196000,NA,1,60,330,330,330,35937000,NA,1,900,304,320,360,35020800,4.03,1,0,143,180,160,4118400,NA,13
110,118,ata,b,190,30,134,32,dom,170,280,260,12376000,413,1.00,2.00,2,9,1,0,113,118,114,1520076,NA,1,7,198,170,183,6159780,0.87,1,0,118,144,133,2259936,NA,1,0,210,267,213,11942910,1.42,1,0,188,132,120,2977920,NA,13
111,119,ata,a,170,30,145,20,dom,230,230,390,20631000,495,6.00,12.00,3,22,1,0,125,154,150,2887500,NA,1,0,250,250,240,15000000,3.02,1,0,202,148,170,5082320,3.68,1,0,122,120,140,2049600,2.92,1,0,106,173,130,2383940,1.07,17
112,120,ata,a,170,28,145,20,dom,220,310,270,18414000,475,1.00,2.00,1,14,1,0,155,140,147,3189900,2.66,1,0,161,150,140,3381000,1.35,1,0,152,142,158,3410272,1.30,1,0,138,149,150,3084300,1.48,1,0,133,135,140,2513700,1.00,19
113,121,ata,c,156,23,130,45,sub,400,700,400,112000000,976,0.50,1.00,1,15,1,0,205,124,97,2465740,NA,1,35,283,230,230,14970700,NA,1,26,287,350,350,35157500,NA,1,800,500,400,420,84000000,3.00,1,0,230,185,180,7659000,NA,18
114,122,ang,b,187,48,140,15,sub,310,226,215,15062900,442,1.50,1.50,3,19,1,0,169,88,99,1472328,NA,1,22,270,200,190,10260000,1.18,1,0,120,105,100,1260000,NA,1,35,240,210,205,10332000,1.33,1,0,148,126,97,1808856,NA,8
116,124,ata,b,166,44,140,55,dom,200,240,250,12000000,409,1.00,1.00,1,11,1,0,73,128,79,738176,NA,1,0,140,136,158,3008320,0.43,1,0,206,158,110,3580280,NA,1,0,300,240,140,10080000,0.92,1,0,98,70,100,686000,NA,6
117,125,ata,c,168,67,140,45,sub,330,340,270,30294000,571,1.00,2.00,1,11,1,0,137,146,146,2920292,NA,1,0,286,206,246,14493336,NA,1,105,300,273,300,24570000,NA,1,250,314,316,250,24806000,0.83,1,0,149,180,172,4613040,NA,13
119,127,ata,a,175,44,150,10,dom,190,400,500,38000000,624,4.00,4.00,1,12,1,0,99,159,175,2754675,0.75,1,0,130,152,138,2726880,0.62,1,0,120,140,160,2688000,0.88,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
120,128,ata,c,178,43,152,35,sub,320,230,250,18400000,475,0.50,1.00,2,11,1,0,99,59,52,303732,NA,1,0,220,187,120,4936800,NA,1,0,282,128,192,6930432,NA,1,190,280,240,200,13440000,0.83,1,0,88,69,60,364320,NA,11
121,129,ata,c,184,40,157,45,sub,476,520,404,99998080,930,3.50,7.00,6,16,1,0,188,192,193,6966528,NA,1,0,344,332,320,36546560,NA,1,3000,410,400,433,71012000,NA,1,900,420,450,460,86940000,11.08,1,0,250,195,200,9750000,NA,28
124,132,ata,b,160,35,141,30,dom,380,430,500,81700000,853,4.00,8.00,2,21,1,0,140,165,193,4458300,NA,1,40,290,370,370,39701000,4.83,1,0,246,238,218,12763464,NA,1,150,400,416,340,56576000,4.62,1,0,190,220,180,7524000,NA,32
125,133,ata,a,154,40,133,30,dom,270,390,280,29484000,566,2.00,2.00,1,14,1,0,240,144,165,5702400,1.50,1,0,198,203,154,6189876,1.83,1,0,163,157,125,3198875,1.58,1,0,170,135,125,2868750,1.40,0,NA,NA,NA,NA,NA,NA,NA
126,134,ata,b,152,30,145,20,dom,207,260,170,9149400,374,1.00,1.00,31,20,1,0,136,97,97,1279624,NA,1,120,192,130,138,3444480,1.40,1,0,159,153,118,2870586,NA,1,60,260,260,240,16224000,2.42,1,0,200,160,140,4480000,NA,19
128,136,ata,a,190,30,145,40,dom,250,450,460,51750000,706,3.50,3.50,4,24,1,0,163,141,162,3723246,3.00,1,0,174,150,160,4176000,2.07,1,0,136,104,130,1838720,2.37,1,0,143,145,120,2488200,1.92,1,0,122,102,107,1331508,0.28,22
129,137,ata,a,170,30,120,30,dom,310,300,280,26040000,539,1.00,2.00,1,19,1,0,200,130,145,3770000,1.50,1,0,143,143,185,3783065,1.33,1,0,190,126,130,3112200,1.53,1,0,175,127,100,2222500,1.42,1,0,172,80,70,963200,0.15,6
130,138,ata,c,170,30,120,40,sub,280,400,310,34720000,602,1.00,2.00,1,13,1,0,144,119,132,2261952,NA,1,0,262,232,206,12521504,NA,1,0,405,307,220,27353700,NA,1,30,500,360,450,81000000,1.67,1,0,230,173,169,6724510,NA,7
131,139,ata,b,200,30,131,65,sub,310,470,480,69936000,799,4.00,8.00,1,50,1,0,230,200,250,11500000,NA,1,33,497,270,350,46966500,2.50,1,0,258,180,220,10216800,NA,1,50,520,350,370,67340000,3.88,1,0,174,153,160,4259520,NA,25
132,140,ata,a,200,30,115,90,sub,250,186,96,4464000,301,0.50,1.00,1,15,1,0,149,88,87,1140744,2.00,1,0,158,42,52,345072,0.25,1,0,161,66,46,488796,1.17,1,0,230,50,85,977500,0.67,1,0,160,103,100,1648000,0.07,5
133,141,ang,b,222,65,125,15,dom,590,510,760,228684000,1338,6.00,12.00,12,19,1,0,212,156,167,5523024,NA,1,0,386,276,268,28551648,3.75,1,0,222,140,115,3574200,NA,1,0,426,228,220,21368160,1.68,1,0,222,137,129,3923406,NA,7
134,142,ang,a,211,56,122,15,dom,465,700,680,221340000,1318,12.00,24.00,33,19,1,0,207,162,166,5566644,4.22,1,0,193,170,180,5905800,2.50,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
135,143,ang,b,204,33,125,20,dom,370,460,260,44252000,663,0.50,1.00,7,18,1,0,191,113,102,2201466,NA,1,0,320,237,192,14561280,1.25,1,0,150,145,102,2218500,NA,1,0,285,180,180,9234000,1.53,1,0,132,130,90,1544400,NA,7
137,145,ang,b,201,37,119,25,dom,425,410,340,59245000,746,2.50,5.00,7,19,1,0,215,117,113,2842515,NA,1,0,346,198,245,16784460,1.13,1,0,144,104,132,1976832,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
138,146,ata,a,204,33,125,20,dom,285,370,290,30580500,574,3.00,3.00,3,10,1,0,100,123,117,1439100,0.67,1,0,127,142,112,2019808,0.67,1,0,122,86,77,807884,0.60,1,0,169,90,169,2570490,1.40,1,0,103,77,63,499653,1.08,10
140,148,ata,c,195,42,134,10,dom,240,330,270,21384000,501,0.50,1.00,1,14,1,0,133,144,129,2470608,NA,1,0,253,255,270,17419050,NA,1,80,308,430,375,49665000,NA,1,1500,365,450,415,68163750,3.40,1,0,110,137,184,2772880,NA,8
143,201,ang,c,218,47,120,20,dom,430,470,510,103071000,942,1.50,3.00,15,25,1,0,200,140,144,4032000,NA,1,0,380,280,328,34899200,NA,1,50,473,450,550,117067500,NA,1,550,460,460,467,98817200,6.92,1,0,225,180,155,6277500,NA,26
144,202,ata,b,208,54,121,45,sub,550,540,460,136620000,1064,1.50,3.00,1,15,1,0,208,144,127,3803904,NA,1,0,380,240,308,28089600,1.33,1,0,230,183,177,7449930,NA,1,0,325,225,325,23765625,2.70,1,0,174,137,166,3957108,NA,11
145,203,ata,c,188,29,125,15,dom,568,587,470,156705520,1130,8.50,17.00,1,18,1,0,212,227,182,8758568,NA,1,0,384,238,250,22848000,NA,1,30,410,340,370,51578000,NA,1,270,400,360,450,64800000,5.50,1,0,204,192,194,7598592,NA,23
146,204,ang,c,202,20,128,25,dom,460,390,350,62790000,764,0.50,1.00,5,14,1,0,174,80,46,640320,NA,1,0,303,275,218,18164850,NA,1,0,290,370,260,27898000,NA,1,0,420,430,300,54180000,0.88,1,0,189,98,83,1537326,NA,10
147,205,ata,b,208,37,130,10,dom,260,350,320,29120000,563,0.50,1.00,2,15,1,0,235,140,126,4145400,NA,1,0,359,215,251,19373435,0.93,1,0,230,135,124,3850200,NA,1,0,335,270,370,33466500,1.48,1,0,135,135,121,2205225,NA,11
148,206,ata,a,215,45,119,20,dom,226,370,265,22159300,508,0.50,1.00,2,24,1,0,122,120,163,2386320,1.45,1,0,156,183,117,3340116,0.98,1,0,129,110,100,1419000,1.17,1,0,168,100,120,2016000,1.50,1,0,56,112,55,344960,2.03,15
149,207,ata,b,212,47,119,20,dom,300,245,290,21315000,501,0.50,1.00,1,17,1,0,176,122,113,2426336,NA,1,0,300,246,233,17195400,0.97,1,0,202,190,103,3953140,NA,1,0,320,190,240,14592000,1.45,1,0,177,154,114,3107412,NA,13
151,209,ata,c,211,44,130,20,sub,415,390,460,74451000,820,1.00,2.00,1,16,1,0,224,140,139,4359040,NA,1,0,347,205,280,19917800,NA,1,15,397,248,275,27075400,NA,1,700,380,280,310,32984000,3.83,1,0,205,207,189,8020215,NA,10
152,210,ata,b,211,44,130,20,dom,276,440,190,23073600,516,0.50,1.00,1,15,1,0,250,122,114,3477000,NA,1,0,320,236,210,15859200,0.67,1,0,196,165,123,3977820,NA,1,0,398,200,105,8358000,1.27,1,0,213,140,140,4174800,NA,10
153,211,ata,b,208,43,128,25,dom,180,310,475,26505000,543,1.00,2.00,3,15,1,0,184,133,134,3279248,NA,1,0,373,250,284,26483000,1.50,1,0,220,150,132,4356000,NA,1,38,390,290,300,33930000,2.25,1,0,120,147,109,1922760,NA,14
154,212,ata,b,211,44,130,15,dom,290,210,190,11571000,404,0.50,1.00,1,15,1,0,134,150,118,2371800,NA,1,0,270,230,217,13475700,0.43,1,0,230,124,150,4278000,NA,1,0,330,230,207,15711300,0.40,1,0,200,103,89,1833400,NA,16
155,213,ata,a,198,40,123,20,dom,340,340,490,56644000,733,3.00,3.00,3,18,1,0,240,147,167,5891760,1.67,1,0,202,207,210,8780940,0.90,1,0,147,105,160,2469600,1.08,1,0,116,100,100,1160000,0.95,1,0,73,56,53,216664,1.37,17
156,214,ata,b,196,50,123,45,sub,330,370,290,35409000,607,0.50,1.00,1,12,1,0,208,106,90,1984320,NA,1,0,357,152,211,11449704,0.80,1,0,204,68,80,1109760,NA,1,0,338,163,163,8980322,0.55,1,0,190,80,73,1109600,NA,7
157,215,ata,b,208,45,121,35,dom,400,346,260,35984000,611,0.50,1.00,1,11,1,0,226,130,156,4583280,NA,1,0,385,291,309,34618815,0.83,1,0,230,163,142,5323580,NA,1,0,358,258,350,32327400,1.05,1,0,180,70,50,630000,NA,5
158,216,ata,c,208,45,121,40,sub,500,500,480,120000000,1006,0.50,1.00,1,10,1,0,191,116,96,2126976,NA,1,0,290,270,235,18400500,NA,1,0,310,240,273,20311200,NA,1,30,286,330,301,28408380,2.05,1,0,247,185,202,9230390,NA,8
159,217,ata,b,199,35,121,50,sub,370,360,250,33300000,593,0.50,1.00,1,11,1,0,181,107,69,1336323,NA,1,0,255,147,210,7871850,0.67,1,0,230,130,124,3707600,NA,1,0,374,170,128,8138240,0.62,1,0,164,107,87,1526676,NA,6
160,218,ata,a,199,35,142,50,sub,232,288,290,19376640,484,0.50,1.00,1,10,1,0,202,129,105,2736090,0.45,1,0,90,75,84,567000,0.42,1,0,55,75,53,218625,0.42,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
161,219,ata,b,198,36,144,40,sub,322,286,248,22838816,514,0.50,1.00,1,11,1,0,232,112,113,2936192,NA,1,0,308,156,190,9129120,0.33,1,0,120,97,136,1583040,NA,1,0,317,170,100,5389000,0.60,1,0,123,82,85,857310,NA,6
162,220,ata,b,195,38,144,45,sub,295,250,140,10325000,389,0.50,1.00,1,10,1,0,209,100,64,1337600,NA,1,0,239,169,118,4766138,0.37,1,0,149,146,55,1196470,NA,1,0,158,72,92,1046592,0.32,1,0,60,57,84,287280,NA,8
163,221,ata,a,195,38,144,45,sub,324,320,330,34214400,599,0.50,1.00,3,10,1,0,203,106,110,2366980,1.03,1,0,122,87,77,817278,0.42,1,0,116,70,64,519680,0.67,1,0,60,47,28,78960,0.67,0,NA,NA,NA,NA,NA,NA,NA
164,222,ata,b,199,35,148,45,sub,420,310,400,52080000,708,0.50,1.00,1,10,1,0,200,119,87,2070600,NA,1,0,378,186,273,19194084,0.80,1,0,201,140,136,3827040,NA,1,0,317,160,250,12680000,0.37,1,0,208,212,208,9171968,NA,11
165,223,ata,a,296,35,146,50,sub,317,330,210,21968100,506,0.50,1.00,1,8,1,0,213,102,85,1846710,0.38,1,0,138,85,65,762450,0.33,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
167,225,ata,a,218,38,146,35,dom,340,270,325,29835000,568,0.50,1.00,1,11,1,0,162,63,76,775656,0.23,1,0,74,20,20,29600,0.23,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
168,226,ata,a,264,30,143,30,dom,360,330,370,43956000,661,0.50,1.00,1,11,1,0,203,74,77,1156694,0.55,1,0,93,48,68,303552,0.25,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
169,227,ata,a,202,30,143,25,dom,340,268,270,24602400,528,0.50,1.00,1,6,1,0,227,81,82,1507734,0.37,1,0,104,75,87,678600,0.33,1,0,152,135,75,1539000,0.37,1,0,46,56,60,154560,0.62,0,NA,NA,NA,NA,NA,NA,NA
170,228,ata,a,190,34,140,40,sub,340,270,236,21664800,504,1.50,3.00,2,15,1,0,184,87,126,2017008,0.47,1,0,105,100,108,1134000,0.55,1,0,113,84,70,664440,0.62,1,0,18,41,13,9594,0.53,0,NA,NA,NA,NA,NA,NA,NA
173,231,ata,a,190,28,142,45,sub,290,330,280,26796000,545,0.50,1.00,1,11,1,0,188,90,109,1844280,0.42,1,0,166,114,108,2043792,0.30,1,0,102,90,60,550800,0.62,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
175,233,ata,b,200,30,105,45,sub,310,340,280,29512000,566,0.50,1.00,1,11,1,0,218,87,76,1441416,NA,1,0,317,180,165,9414900,0.67,1,0,201,168,147,4963896,NA,1,0,377,190,190,13609700,0.55,1,0,170,106,81,1459620,NA,7
176,234,ata,b,200,32,138,30,dom,271,330,282,25219260,533,0.50,1.00,1,12,1,0,182,66,94,1129128,NA,1,0,300,192,160,9216000,0.50,1,0,107,98,60,629160,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
177,235,ata,a,190,30,95,60,sub,310,235,240,17484000,466,0.50,1.00,1,18,1,0,200,128,114,2918400,0.83,1,0,87,120,49,511560,0.27,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
178,236,ata,c,220,27,120,80,sub,330,370,410,50061000,697,0.50,1.00,1,10,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
179,237,ata,b,228,16,127,40,sub,220,326,230,16495600,456,0.50,1.00,1,15,1,0,134,119,94,1498924,NA,1,0,297,186,180,9943560,0.47,1,0,169,106,113,2024282,NA,1,0,290,250,150,10875000,0.78,1,0,154,120,170,3141600,NA,9
181,239,ata,b,220,23,130,25,dom,490,518,440,111680800,975,1.00,2.00,2,16,1,0,263,146,189,7257222,NA,1,0,430,340,360,52632000,1.47,1,0,185,85,54,849150,NA,1,0,84,77,27,174636,0.57,0,NA,NA,NA,NA,NA,NA,NA
182,240,ata,c,220,23,130,60,sub,268,280,200,15008000,442,0.50,1.00,1,15,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
183,241,ata,b,210,40,120,60,sub,300,310,250,23250000,517,0.50,1.00,1,8,1,0,75,74,58,321900,NA,1,0,130,130,187,3160300,0.30,1,0,159,86,80,1093920,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
184,242,ata,a,220,23,130,35,sub,260,200,230,11960000,408,0.50,1.00,1,19,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
186,244,ata,a,223,42,118,25,dom,225,296,230,15318000,445,0.50,1.00,1,10,1,0,86,139,105,1255170,0.73,1,0,48,67,80,257280,0.53,1,0,156,94,106,1554384,1.10,1,0,140,140,110,2156000,0.48,1,0,80,148,80,947200,1.17,5
187,245,ata,b,223,42,118,25,dom,359,380,200,27284000,549,0.50,1.00,1,10,1,0,126,89,77,863478,NA,1,0,305,154,173,8125810,0.30,1,0,240,170,80,3264000,NA,1,0,383,240,140,12868800,0.87,1,0,96,110,69,728640,NA,9
188,246,ata,c,214,29,132,30,dom,340,337,260,29790800,568,0.50,1.00,1,12,1,0,202,120,88,2133120,NA,1,0,373,268,205,20492620,NA,1,0,390,380,210,31122000,NA,1,60,402,387,315,49005810,3.73,1,0,130,97,99,1248390,NA,11
189,247,ata,c,218,34,134,15,dom,330,484,520,83054400,859,5.50,11.00,2,37,1,0,189,233,203,8939511,NA,1,0,404,480,310,60115200,NA,1,350,470,406,500,95410000,NA,1,1500,417,440,442,81098160,21.78,1,0,122,197,185,4446290,NA,56
191,249,ata,a,210,28,137,10,dom,310,305,280,26474000,543,1.50,3.00,2,20,1,0,228,190,140,6064800,1.50,1,0,263,180,179,8473860,0.82,1,0,194,172,146,4871728,2.58,1,0,194,154,150,4481400,2.32,0,NA,NA,NA,NA,NA,NA,NA
192,250,ata,c,210,30,140,25,dom,280,380,445,47348000,681,0.50,1.00,1,11,1,0,180,164,144,4250880,NA,1,4,272,270,343,25189920,NA,1,130,300,403,277,33489300,NA,1,650,308,388,388,46367552,4.67,1,0,120,176,150,3168000,NA,12
193,251,ata,a,218,30,133,10,dom,360,400,318,45792000,672,1.50,1.50,2,21,1,0,92,93,91,778596,0.82,1,0,48,45,53,114480,0.25,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
194,252,ata,b,206,30,133,30,dom,280,239,270,18068400,472,1.00,2.00,1,15,1,0,237,122,131,3787734,NA,1,0,251,150,182,6852300,0.67,1,0,177,110,200,3894000,NA,1,0,375,260,230,22425000,2.05,1,0,186,140,100,2604000,NA,4
195,253,ata,a,210,40,137,10,dom,290,400,380,44080000,662,16.00,16.00,2,13,1,0,29,60,54,93960,0.82,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
196,254,ata,c,218,35,140,30,dom,400,455,500,91000000,893,0.50,1.00,1,13,1,0,234,163,160,6102720,NA,1,9,352,265,355,33114400,NA,1,80,338,384,470,61002240,NA,1,60,417,305,500,63592500,8.08,1,0,277,220,185,11273900,NA,20
197,255,ata,c,218,35,140,40,dom,360,380,320,43776000,660,0.50,1.00,2,10,1,0,276,109,140,4211760,NA,1,0,390,247,226,21770580,NA,1,50,430,350,340,51170000,NA,1,250,369,330,460,56014200,2.52,1,0,260,180,177,8283600,NA,11
198,256,ata,c,215,35,138,15,dom,256,348,410,36526080,614,0.50,1.00,2,10,1,0,184,137,118,2974544,NA,1,0,314,230,224,16177280,NA,1,120,300,343,322,33133800,NA,1,50,408,440,450,80784000,3.68,1,0,177,196,151,5238492,NA,13
199,257,ata,b,228,19,124,35,sub,237,200,137,6493800,336,0.50,1.00,1,13.5,1,0,112,88,58,571648,NA,1,0,135,125,100,1687500,0.58,1,0,46,36,27,44712,NA,1,0,50,36,30,54000,0.35,1,0,55,30,33,54450,NA,5
200,258,ata,c,206,21,149,3,dom,244,320,244,19051520,481,0.50,1.00,3,17,1,0,159,139,133,2939433,NA,1,0,205,198,253,10269270,NA,1,0,255,268,308,21048720,NA,1,650,235,280,220,14476000,3.18,1,0,142,130,130,2399800,NA,11
201,259,ata,a,204,26,138,3,dom,157,167,172,4509668,302,0.50,1.00,1,9,1,0,89,103,92,843364,0.65,1,0,42,89,80,299040,0.52,1,0,85,95,77,621775,0.60,1,0,100,90,110,990000,0.97,1,0,80,89,70,498400,1.27,8
202,260,ang,b,202,51,137,10,dom,500,400,500,100000000,930,3.00,6.00,19,11,1,0,219,147,160,5150880,NA,1,0,385,303,311,36279705,2.45,1,0,207,140,134,3883320,NA,1,0,240,320,265,20352000,3.40,0,NA,NA,NA,NA,NA,NA,NA
203,182,ata,c,200,22,125,20,dom,110,220,180,4356000,299,2.50,2.50,1,25,1,0,52,108,104,584064,NA,1,0,60,150,140,1260000,NA,1,0,85,247,255,5353725,NA,1,153,130,330,310,13299000,3.33,1,0,55,136,122,912560,NA,9
204,185,ata,a,170,30,140,10,dom,170,200,140,4760000,307,1.30,1.30,1,28,1,0,62,74,46,211048,1.15,1,0,59,60,98,346920,0.67,1,0,90,113,73,742410,0.95,1,0,106,110,125,1457500,1.47,1,0,68,90,70,428400,0.43,11
205,186,ata,b,202,28,141,5,dom,170,200,160,5440000,319,1.10,1.10,1,25,1,0,70,93,75,488250,NA,1,0,74,85,62,389980,0.67,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
206,189,ata,b,167,37,134,5,dom,150,240,130,4680000,305,5.00,5.00,1,40,1,0,124,163,117,2364804,NA,1,27,185,222,187,7680090,1.75,1,0,160,190,200,6080000,NA,1,0,226,226,297,15169572,2.03,1,0,152,122,104,1928576,NA,17
207,162,ata,c,168,50,139,15,dom,250,240,150,9000000,372,2.15,2.15,1,34,1,0,176,120,142,2999040,NA,1,80,250,246,250,15375000,NA,1,390,250,315,330,25987500,NA,1,60,300,360,400,43200000,3.83,1,0,172,148,146,3716576,NA,23
208,187,ata,b,200,35,125,20,dom,100,200,130,2600000,261,3.20,3.20,3,26,1,0,42,40,48,80640,NA,1,0,74,94,53,368668,0.45,1,0,30,38,50,57000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
209,190,ata,a,200,15,125,10,dom,230,200,150,6900000,342,3.00,3.00,1,57,1,0,90,70,63,396900,0.35,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
210,184,ata,a,225,40,125,20,sub,240,110,110,2904000,269,1.00,1.00,1,24,1,0,95,85,76,613700,0.28,1,0,24,15,14,5040,0.18,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
211,192,ata,a,190,19,110,19,dom,140,130,120,2184000,251,2.20,2.20,1,56,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
212,193,ata,b,190,19,110,15,dom,190,170,150,4845000,308,3.50,3.50,1,47,1,0,70,69,77,371910,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
214,194,ata,b,200,30,104,15,dom,160,70,60,672000,198,1.50,1.50,1,23,1,0,79,54,58,247428,NA,1,0,130,89,87,1006590,0.17,1,0,81,35,65,184275,NA,1,0,140,50,110,770000,0.82,1,0,44,57,40,100320,NA,6
215,180,ata,c,215,32,135,20,dom,350,140,60,2940000,269,1.30,1.30,1,52,1,0,215,114,105,2573550,NA,1,0,298,170,150,7599000,NA,1,0,360,280,184,18547200,NA,1,50,360,380,260,35568000,1.17,1,0,230,180,138,5713200,NA,11
216,198,ata,a,224,26,133,25,sub,230,170,170,6647000,338,1.00,1.00,1,47,1,0,183,143,93,2433717,0.42,1,0,157,105,94,1549590,0.67,1,0,122,126,101,1552572,0.82,1,0,124,34,44,185504,0.75,1,0,87,44,50,191400,0.80,11
217,177,ata,b,210,20,146,30,sub,280,300,180,15120000,443,3.50,3.50,1,36,1,0,14,20,23,6440,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
218,196,ata,c,224,26,133,15,dom,330,160,100,5280000,316,2.15,2.15,3,32,1,0,100,95,110,1045000,NA,1,0,300,212,175,11130000,NA,1,10,393,324,236,30050352,NA,1,0,390,370,330,47619000,1.77,1,0,135,153,133,2747115,NA,23
219,176,ata,c,158,50,154,20,sub,300,150,100,4500000,302,3.00,3.00,1,50,1,0,209,83,67,1162249,NA,1,0,398,147,152,8892912,NA,1,50,400,200,270,21600000,NA,1,0,385,283,300,32686500,5.67,1,0,177,178,120,3780720,NA,15
220,175,ata,a,164,50,115,80,sub,320,200,180,11520000,403,3.60,3.60,1,45,1,0,223,220,210,10302600,2.00,1,0,193,130,77,1931930,1.08,1,0,197,150,114,3368700,1.78,1,0,248,90,67,1495440,1.00,0,NA,NA,NA,NA,NA,NA,NA
221,191,ata,c,190,17,110,20,sub,120,110,60,792000,204,1.00,1.00,1,28,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
222,173,ang,c,206,61,123,60,sub,380,250,200,19000000,480,8.15,8.15,1,53,1,0,244,131,138,4411032,NA,1,0,408,223,192,17468928,NA,1,0,466,300,300,41940000,NA,1,50,550,300,300,49500000,10.00,1,0,180,160,173,4982400,NA,25
